PROVIDER ID NUMBER,PRIMARY OPERATIONAL AREA,ZIP CODE,Comp_Fact1,Comp_Fact2,Comp_Fact3,Comp_Fact4,Comp_Fact5,SH_Fact6,SH_Fact7,SH_Fact8,SH_Fact9,Qlty_Fact10,Qlty_Fact11,Qlty_Fact12,Qlty_Fact13,Reputation
154458,604 SOUTH PARK,14210,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
154459,276 LINDEN AVE,14216,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154460,213 CHESTER,14208,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154461,60 LA RIVIERE,14202,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154462,506 FILLMORE,14206,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154463,167 WOODSIDE WEST,14220,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154464,69 POULTNEY,14215,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154465,129 FARMER,14207,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154466,1083 LOVEJOY,14206,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,LowReputation
154467,688 SWAN,14210,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154468,2682 BAILEY,14215,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154470,150 BEARD,14214,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154495,15 GUNNELL,14216,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154496,74 SAGE,14210,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154497,6 WARREN,14212,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154498,197 CLEVELAND AVE,14222,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154499,323 DAVIDSON,14215,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
154500,176 HOLLY,14206,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154501,110 POMONA,14210,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,VeryGoodReputation
154502,2626 DELAWARE,14216,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154503,112 CROY,14215,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154504,197 EFNER,14201,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,VeryGoodReputation
154505,179 LAIRD,14207,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154506,16 B ST,14211,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154507,955 TONAWANDA,14207,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154508,2495 MAIN,14214,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154509,222 PERSHING,14208,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,VeryGoodReputation
154510,128 LIVINGSTON,14213,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154511,144 ROTHER,14212,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
163963,208 ROUNDS,14215,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
154512,303 HOLLY,14206,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154513,448 SEVENTH,14201,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154514,215 DAVIDSON,14215,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154515,733 ST LAWRENCE,14216,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154516,269 AMHERST ST,14207,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154517,212 LEXINGTON,14222,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154518,893 COLUMBUS PKWY,14213,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154519,280 AUSTIN,14207,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,LowReputation
154520,46 PONTIAC SOUTH,14206,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154521,124 DELAVAN WEST,14213,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154522,85 OGDEN NORTH,14206,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154523,15 DORCHESTER,14222,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154524,445 SOUTH PARK,14204,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154525,835 AUBURN,14222,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154526,39 GREENFIELD,14214,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154527,145 BUTLER,14208,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
154528,113 ELMER,14215,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
154546,51 ST FLORIAN,14207,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154529,640 ELLICOTT,14203,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154530,426 TONAWANDA,14207,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154531,909 TONAWANDA,14207,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,VeryGoodReputation
154532,406 COLVIN,14216,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
154534,68 PARK,14201,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154535,271 CRESTWOOD,14216,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154536,39 BURBANK TERR,14214,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
154537,204 HAMBURG,14204,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154538,404 EDISON,14215,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154539,145 RIVER ROCK,14207,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154540,167 CARMEL,14214,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154541,1039 MCKINLEY PKWY,14220,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154542,632 DELAVAN WEST,14222,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,LowReputation
154543,1407 NIAGARA,14213,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,LowReputation
154544,2515 BAILEY,14215,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,VeryGoodReputation
154545,37 BLAINE,14208,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154547,23 WEISS,14206,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154548,426 TONAWANDA,14207,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154549,39 KOPERNIK,14206,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154550,214 FLORIDA,14208,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154553,42 MATEJKO,14206,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154557,565 ABBOTT,14220,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154558,57 DELHAM,14216,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154559,88 DOYLE,14207,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154561,315 WARWICK,14215,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154563,39 LAUREL,14209,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154564,736 DIVISION SOUTH,14210,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154565,95 WESTMINSTER,14215,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154566,620 FARGO,14213,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154567,287 NORTH DR,14216,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
154568,946 FILLMORE,14211,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154569,478 DELAWARE,14202,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154921,228 WYOMING,14215,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,VeryGoodReputation
154570,1518 HERTEL,14216,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154571,347 VILLA,14216,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154572,384 SANDERS,14216,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,VeryGoodReputation
154573,1594 SOUTH PARK,14220,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154574,603 ASHLAND,14222,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154576,200 DELAWARE,14202,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
154577,103 CLARENCE,14215,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154579,389 HUDSON,14201,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154580,36 BISSELL,14211,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
154581,160 DELAWARE,14202,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154582,3233 MAIN,14214,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154583,58 RUMSEY RD,14209,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154585,28 PRITCHARD,14210,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,VeryGoodReputation
154589,19 GROTE,14207,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154591,570 DELAWARE,14202,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154592,838 KENMORE,14216,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154593,862 KENMORE,14216,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
154595,1037 SENECA,14210,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
154596,482 KENSINGTON,14214,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
154597,1927 SENECA,14210,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
